date,amount,vendor,description,department,category,created_at
2025-03-07,609.06,General Supplies Co,Miscellaneous expense,Marketing,Other,2025-07-09 11:25:08
2025-02-27,3236.61,Glassdoor,Recruitment fees,Operations,Personnel,2025-07-09 11:25:08
2025-01-24,1360.67,Waste Management,Internet service,Sales,Utilities,2025-07-09 11:25:08
2025-06-21,221.49,Zoom,API usage fees,HR,IT Infrastructure,2025-07-09 11:25:08
2025-03-15,3987.8,Cisco Systems,Software/hardware,Executive,Equipment,2025-07-09 11:25:08
2025-01-16,3699.91,Wilson Law Firm,Accounting services,Engineering,Professional Services,2025-07-09 11:25:08
2025-06-18,2087.74,Google Ads,Marketing tools subscription,Sales,Marketing,2025-07-09 11:25:08
2024-08-22,709.63,IKEA Business,Meeting room supplies,Sales,Office Supplies,2025-07-09 11:25:08
2025-06-20,1033.52,Microsoft Azure,Software licenses,Marketing,IT Infrastructure,2025-07-09 11:25:08
2024-09-02,3671.56,Canon Business,Office furniture,Marketing,Equipment,2025-07-09 11:25:08
2024-12-01,653.0,Costco Business,Office materials,Sales,Office Supplies,2025-07-09 11:25:08
2024-07-17,1844.41,Microsoft Azure,Software licenses,Finance,IT Infrastructure,2025-07-09 11:25:08
2024-10-18,2005.48,Enterprise Rent-A-Car,Conference travel,Sales,Travel,2025-07-09 11:25:08
2025-03-27,13655.57,BambooHR,Contractor payment,Operations,Personnel,2025-07-09 11:25:08
2024-11-03,4823.38,HP Enterprise,Computer equipment,HR,Equipment,2025-07-09 11:25:08
2025-04-09,868.38,Adobe Creative,Ad campaign,Marketing,Marketing,2025-07-09 11:25:08
2025-03-26,4181.42,Hootsuite,Marketing tools subscription,Sales,Marketing,2025-07-09 11:25:08
2025-03-05,1026.64,Verizon Business,Internet service,Sales,Utilities,2025-07-09 11:25:08
2025-05-18,730.98,Amazon Business,Desk supplies,Executive,Office Supplies,2025-07-09 11:25:08
2024-10-01,11151.41,Indeed Hiring,Recruitment fees,Executive,Personnel,2025-07-09 11:25:08
2024-12-12,1780.24,HP Enterprise,Software/hardware,Executive,Equipment,2025-07-09 11:25:08
2025-02-03,6976.87,PwC,Legal consultation,HR,Professional Services,2025-07-09 11:25:08
2024-08-11,290.74,Business Services Inc,General business cost,Sales,Other,2025-07-09 11:25:08
2025-05-24,606.43,Atlassian,API usage fees,Finance,IT Infrastructure,2025-07-09 11:25:08
2024-12-05,541.44,Miscellaneous Vendor,Miscellaneous expense,HR,Other,2025-07-09 11:25:08
2025-04-22,13355.77,PwC,Legal consultation,HR,Professional Services,2025-07-09 11:25:08
2024-08-27,1803.07,Conference Registration,Conference registration,Sales,Training,2025-07-09 11:25:08
2025-05-24,1421.22,HP Enterprise,Computer equipment,Marketing,Equipment,2025-07-09 11:25:08
2024-09-21,1834.2,Heroku,Software licenses,Marketing,IT Infrastructure,2025-07-09 11:25:08
2025-06-21,1685.67,Facebook Ads,Marketing tools subscription,Marketing,Marketing,2025-07-09 11:25:08
2024-12-22,371.67,Marriott Hotels,Client meeting travel,HR,Travel,2025-07-09 11:25:08
2025-03-02,2239.38,Canon Business,Software/hardware,Finance,Equipment,2025-07-09 11:25:08
2025-05-31,2949.3,DigitalOcean,Software licenses,Executive,IT Infrastructure,2025-07-09 11:25:08
2024-08-03,730.54,AWS Training,Conference registration,Finance,Training,2025-07-09 11:25:08
2024-10-18,4268.23,Canva,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-10-23,7410.41,Facebook Ads,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-10-15,6784.24,Facebook Ads,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-10-26,1403.19,Mailchimp,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-10-17,6219.87,LinkedIn Marketing,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-10-26,5084.79,LinkedIn Marketing,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-10-10,1900.74,Mailchimp,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-10-11,5931.87,Mailchimp,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-10-28,3798.43,Hootsuite,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-10-13,7247.78,HubSpot,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-10-18,5182.47,Hootsuite,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-10-16,4094.85,HubSpot,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-10-24,4399.89,Hootsuite,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-10-19,1091.22,Adobe Creative,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-10-17,3185.58,Adobe Creative,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-10-12,1868.88,Facebook Ads,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-10-21,7379.84,Mailchimp,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-10-18,3029.46,Facebook Ads,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-10-06,4326.39,Canva,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-10-20,4209.19,HubSpot,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-11-12,6814.72,Canva,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-11-21,4426.82,Hootsuite,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-11-18,3144.81,Hootsuite,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-11-16,7467.42,Adobe Creative,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-11-24,6431.57,Adobe Creative,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-11-12,2924.34,Google Ads,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-11-21,2553.7,HubSpot,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-11-27,3868.18,Hootsuite,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-11-24,3236.02,Canva,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-11-10,6383.91,Facebook Ads,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-11-01,6882.85,LinkedIn Marketing,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-11-07,3770.11,HubSpot,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-11-26,5180.33,Mailchimp,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-11-24,6508.74,Hootsuite,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-11-17,2124.45,Hootsuite,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-11-09,7143.99,Canva,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-11-08,7257.87,LinkedIn Marketing,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-11-18,2032.82,Hootsuite,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-11-26,7384.64,LinkedIn Marketing,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-11-11,1056.29,Mailchimp,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-12-24,1161.74,HubSpot,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-12-19,7395.83,Facebook Ads,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-12-03,6251.2,Adobe Creative,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-12-03,5387.23,LinkedIn Marketing,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-12-28,6324.45,Google Ads,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-12-03,4402.05,LinkedIn Marketing,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-12-03,5760.12,Facebook Ads,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-12-10,5079.15,Google Ads,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-12-06,5511.19,Facebook Ads,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-12-12,2912.91,Google Ads,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-12-06,5510.11,Google Ads,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-12-09,5296.95,Facebook Ads,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-12-27,6056.76,Facebook Ads,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-12-09,5726.92,LinkedIn Marketing,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-12-21,2053.37,Hootsuite,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-12-08,3804.11,Salesforce,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-12-24,3413.89,Adobe Creative,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-12-08,5235.06,LinkedIn Marketing,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-12-26,6784.58,Google Ads,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-12-19,4206.33,Salesforce,Holiday campaign spending,Marketing,Marketing,2025-07-09 11:25:08
2024-06-01,920.76,Delta Airlines,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-06-14,2281.02,Enterprise Rent-A-Car,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-06-04,2006.46,Hilton,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-06-25,1905.36,Uber,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-06-28,2879.11,Enterprise Rent-A-Car,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-06-24,2778.59,Expedia,Summer conference travel,Sales,Travel,2025-07-09 11:25:08
2024-06-23,874.41,Delta Airlines,Summer conference travel,Sales,Travel,2025-07-09 11:25:08
2024-06-20,2272.62,Delta Airlines,Summer conference travel,Sales,Travel,2025-07-09 11:25:08
2024-06-06,728.0,Delta Airlines,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-06-09,2968.41,Delta Airlines,Summer conference travel,Sales,Travel,2025-07-09 11:25:08
2024-06-20,459.91,United Airlines,Summer conference travel,Sales,Travel,2025-07-09 11:25:08
2024-06-13,1361.63,Lyft,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-06-16,2562.7,Expedia,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-06-08,1429.53,United Airlines,Summer conference travel,Sales,Travel,2025-07-09 11:25:08
2024-06-22,2192.48,Hilton,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-07-25,711.8,Expedia,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-07-28,473.03,United Airlines,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-07-25,944.89,Lyft,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-07-26,1363.44,Lyft,Summer conference travel,Sales,Travel,2025-07-09 11:25:08
2024-07-18,1511.03,Marriott Hotels,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-07-09,490.18,Hilton,Summer conference travel,Sales,Travel,2025-07-09 11:25:08
2024-07-07,3055.59,Expedia,Summer conference travel,Sales,Travel,2025-07-09 11:25:08
2024-07-23,1559.39,Marriott Hotels,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-07-16,1224.46,Marriott Hotels,Summer conference travel,Sales,Travel,2025-07-09 11:25:08
2024-07-23,1142.8,Delta Airlines,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-07-03,2324.4,Expedia,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-07-21,2740.71,Hilton,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-07-11,1664.98,Delta Airlines,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-07-20,1882.54,Hilton,Summer conference travel,Sales,Travel,2025-07-09 11:25:08
2024-07-15,2771.09,United Airlines,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-08-10,2612.36,Hilton,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-08-13,610.47,Expedia,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-08-21,3220.52,Uber,Summer conference travel,Sales,Travel,2025-07-09 11:25:08
2024-08-13,1044.51,Lyft,Summer conference travel,Sales,Travel,2025-07-09 11:25:08
2024-08-16,989.66,Marriott Hotels,Summer conference travel,Sales,Travel,2025-07-09 11:25:08
2024-08-13,2591.71,Lyft,Summer conference travel,Sales,Travel,2025-07-09 11:25:08
2024-08-23,1987.57,United Airlines,Summer conference travel,Sales,Travel,2025-07-09 11:25:08
2024-08-14,865.63,Lyft,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-08-03,2629.52,United Airlines,Summer conference travel,Sales,Travel,2025-07-09 11:25:08
2024-08-22,3170.18,United Airlines,Summer conference travel,Sales,Travel,2025-07-09 11:25:08
2024-08-26,478.69,United Airlines,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-08-16,1719.3,Delta Airlines,Summer conference travel,Sales,Travel,2025-07-09 11:25:08
2024-08-05,2000.27,Uber,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-08-27,462.1,Delta Airlines,Summer conference travel,Engineering,Travel,2025-07-09 11:25:08
2024-08-22,3141.83,Delta Airlines,Summer conference travel,Sales,Travel,2025-07-09 11:25:08
